Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,NVDA,RHM.DE,AAPL,NVDA,RHM.DE,AAPL,NVDA,RHM.DE,AAPL,NVDA,RHM.DE,AAPL,NVDA,RHM.DE,AAPL,NVDA,RHM.DE
Date,,,,,,,,,,,,,,,,,,
1980-12-12,0.09883444756269455,,,0.1283479928970337,,,0.1289059966802597,,,0.1283479928970337,,,0.1283479928970337,,,469033600.0,,
1980-12-15,0.09367819130420685,,,0.12165199965238571,,,0.12221000343561172,,,0.12165199965238571,,,0.12221000343561172,,,175884800.0,,
1980-12-16,0.0868024230003357,,,0.11272300034761429,,,0.1132809966802597,,,0.11272300034761429,,,0.1132809966802597,,,105728000.0,,
1980-12-17,0.08895087987184525,,,0.11551299691200256,,,0.11607100069522858,,,0.11551299691200256,,,0.11551299691200256,,,86441600.0,,
1980-12-18,0.09152980893850327,,,0.11886200308799744,,,0.11941999942064285,,,0.11886200308799744,,,0.11886200308799744,,,73449600.0,,
1980-12-19,0.09711573272943497,,,0.12611599266529083,,,0.12667399644851685,,,0.12611599266529083,,,0.12611599266529083,,,48630400.0,,
1980-12-22,0.10184231400489807,,,0.1322540044784546,,,0.1328130066394806,,,0.1322540044784546,,,0.1322540044784546,,,37363200.0,,
1980-12-23,0.10613993555307388,,,0.13783499598503113,,,0.13839299976825714,,,0.13783499598503113,,,0.13783499598503113,,,46950400.0,,
1980-12-24,0.11172591894865036,,,0.14508900046348572,,,0.14564700424671173,,,0.14508900046348572,,,0.14508900046348572,,,48003200.0,,
1980-12-26,0.12203918397426605,,,0.15848200023174286,,,0.15904000401496887,,,0.15848200023174286,,,0.15848200023174286,,,55574400.0,,
1980-12-29,0.12375792115926743,,,0.16071400046348572,,,0.16127200424671173,,,0.16071400046348572,,,0.16071400046348572,,,93161600.0,,
1980-12-30,0.12075016647577286,,,0.156808003783226,,,0.15736599266529083,,,0.156808003783226,,,0.15736599266529083,,,68880000.0,,
1980-12-31,0.11731263995170593,,,0.1523440033197403,,,0.1529020071029663,,,0.1523440033197403,,,0.1529020071029663,,,35750400.0,,
1981-01-02,0.11860165745019913,,,0.15401799976825714,,,0.15513400733470917,,,0.15401799976825714,,,0.15401799976825714,,,21660800.0,,
1981-01-05,0.11602354794740677,,,0.15067000687122345,,,0.15122799575328827,,,0.15067000687122345,,,0.15122799575328827,,,35728000.0,,
1981-01-06,0.11086655408143997,,,0.1439729928970337,,,0.1445309966802597,,,0.1439729928970337,,,0.1445309966802597,,,45158400.0,,
1981-01-07,0.10613993555307388,,,0.13783499598503113,,,0.13839299976825714,,,0.13783499598503113,,,0.13839299976825714,,,55686400.0,,
1981-01-08,0.10399150848388672,,,0.13504500687122345,,,0.13560299575328827,,,0.13504500687122345,,,0.13560299575328827,,,39827200.0,,
1981-01-09,0.10957745462656021,,,0.14229899644851685,,,0.14285700023174286,,,0.14229899644851685,,,0.14229899644851685,,,21504000.0,,
1981-01-12,0.10871809720993042,,,0.141183003783226,,,0.14229899644851685,,,0.141183003783226,,,0.14229899644851685,,,23699200.0,,
1981-01-13,0.1048508882522583,,,0.13616099953651428,,,0.1367190033197403,,,0.13616099953651428,,,0.1367190033197403,,,23049600.0,,
1981-01-14,0.1052805557847023,,,0.1367190033197403,,,0.1372770071029663,,,0.1367190033197403,,,0.1367190033197403,,,14291200.0,,
1981-01-15,0.10742904245853424,,,0.13950900733470917,,,0.140625,,,0.13950900733470917,,,0.13950900733470917,,,14067200.0,,
1981-01-16,0.10656965523958206,,,0.13839299976825714,,,0.13895100355148315,,,0.13839299976825714,,,0.13895100355148315,,,13395200.0,,
1981-01-19,0.11301495879888535,,,0.14676299691200256,,,0.14732100069522858,,,0.14676299691200256,,,0.14676299691200256,,,41574400.0,,
1981-01-20,0.10957745462656021,,,0.14229899644851685,,,0.14285700023174286,,,0.14229899644851685,,,0.14285700023174286,,,30083200.0,,
1981-01-21,0.11172591894865036,,,0.14508900046348572,,,0.14620499312877655,,,0.14508900046348572,,,0.14508900046348572,,,15904000.0,,
1981-01-22,0.11301495879888535,,,0.14676299691200256,,,0.1478790044784546,,,0.14676299691200256,,,0.14676299691200256,,,35548800.0,,
1981-01-23,0.11258525401353836,,,0.14620499312877655,,,0.14732100069522858,,,0.14620499312877655,,,0.14676299691200256,,,11222400.0,,
1981-01-26,0.11086655408143997,,,0.1439729928970337,,,0.1445309966802597,,,0.1439729928970337,,,0.1445309966802597,,,24640000.0,,
1981-01-27,0.11000712215900421,,,0.14285700023174286,,,0.1439729928970337,,,0.14285700023174286,,,0.1439729928970337,,,23699200.0,,
1981-01-28,0.10656965523958206,,,0.13839299976825714,,,0.13895100355148315,,,0.13839299976825714,,,0.13895100355148315,,,28156800.0,,
1981-01-29,0.10270245373249054,,,0.1333709955215454,,,0.13392899930477142,,,0.1333709955215454,,,0.13392899930477142,,,43904000.0,,
1981-01-30,0.09711573272943497,,,0.12611599266529083,,,0.12723200023174286,,,0.12611599266529083,,,0.12723200023174286,,,46188800.0,,
1981-02-02,0.09152980893850327,,,0.11886200308799744,,,0.11941999942064285,,,0.11886200308799744,,,0.11941999942064285,,,23766400.0,,
1981-02-03,0.0949672982096672,,,0.12332600355148315,,,0.12388399988412857,,,0.12332600355148315,,,0.12332600355148315,,,19152000.0,,
1981-02-04,0.09840483218431473,,,0.12779000401496887,,,0.1283479928970337,,,0.12779000401496887,,,0.12779000401496887,,,27865600.0,,
1981-02-05,0.09840483218431473,,,0.12779000401496887,,,0.1289059966802597,,,0.12779000401496887,,,0.12779000401496887,,,7929600.0,,
1981-02-06,0.09883444756269455,,,0.1283479928970337,,,0.1289059966802597,,,0.1283479928970337,,,0.1283479928970337,,,13865600.0,,
1981-02-09,0.09367819130420685,,,0.12165199965238571,,,0.12276799976825714,,,0.12165199965238571,,,0.12276799976825714,,,16755200.0,,
1981-02-10,0.09367819130420685,,,0.12165199965238571,,,0.12221000343561172,,,0.12165199965238571,,,0.12165199965238571,,,18345600.0,,
1981-02-11,0.09067040681838989,,,0.11774600297212601,,,0.11830399930477142,,,0.11774600297212601,,,0.11830399930477142,,,13843200.0,,
1981-02-12,0.08981023728847504,,,0.11662899702787399,,,0.1171879991889,,,0.11662899702787399,,,0.1171879991889,,,14560000.0,,
1981-02-13,0.08766181766986847,,,0.11383900046348572,,,0.11495500057935715,,,0.11383900046348572,,,0.11495500057935715,,,11155200.0,,
1981-02-17,0.08981023728847504,,,0.11662899702787399,,,0.1171879991889,,,0.11662899702787399,,,0.11662899702787399,,,12275200.0,,
1981-02-18,0.09367819130420685,,,0.12165199965238571,,,0.12276799976825714,,,0.12165199965238571,,,0.12165199965238571,,,19241600.0,,
1981-02-19,0.08809151500463486,,,0.11439699679613113,,,0.11495500057935715,,,0.11439699679613113,,,0.11495500057935715,,,22310400.0,,
1981-02-20,0.08336492627859116,,,0.10825899988412857,,,0.10881700366735458,,,0.10825899988412857,,,0.10881700366735458,,,24371200.0,,
1981-02-23,0.08465398102998734,,,0.10993299633264542,,,0.11049100011587143,,,0.10993299633264542,,,0.10993299633264542,,,14112000.0,,
1981-02-24,0.08164612948894501,,,0.10602699965238571,,,0.10714299976825714,,,0.10602699965238571,,,0.10714299976825714,,,16979200.0,,
1981-02-25,0.0868024230003357,,,0.11272300034761429,,,0.1132809966802597,,,0.11272300034761429,,,0.11272300034761429,,,19488000.0,,
1981-02-26,0.08809151500463486,,,0.11439699679613113,,,0.11495500057935715,,,0.11439699679613113,,,0.11439699679613113,,,10841600.0,,
